tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name
LZEP_04605-RA	LZEP_04605	LZEP_chr_11	+	33	9595	6165	0	3430	protein_coding	LZEP_04605
LZEP_04605-RB	LZEP_04605	LZEP_chr_11	+	32	8575	6165	0	2410	protein_coding	LZEP_04605
LZEP_04605-RC	LZEP_04605	LZEP_chr_11	+	33	8596	6186	0	2410	protein_coding	LZEP_04605
LZEP_04605-RD	LZEP_04605	LZEP_chr_11	+	33	8686	6276	0	2410	protein_coding	LZEP_04605
LZEP_10773-RA	LZEP_10773	LZEP_chr_12	-	8	3681	1731	1360	590	protein_coding	LZEP_10773
LZEP_03268-RA	LZEP_03268	LZEP_chr_2	+	7	1457	1239	0	218	protein_coding	LZEP_03268
LZEP_01133-RA	LZEP_01133	LZEP_chr_7	+	2	2618	1824	0	794	protein_coding	LZEP_01133
LZEP_10777-RA	LZEP_10777	LZEP_chr_12	-	5	1361	1182	0	179	protein_coding	LZEP_10777
LZEP_10776-RA	LZEP_10776	LZEP_chr_12	-	3	692	267	0	425	protein_coding	LZEP_10776
LZEP_07717-RA	LZEP_07717	LZEP_chr_1	+	5	3194	429	207	2558	protein_coding	LZEP_07717
LZEP_01136-RA	LZEP_01136	LZEP_chr_7	+	2	482	465	0	17	protein_coding	LZEP_01136
LZEP_04607-RA	LZEP_04607	LZEP_chr_11	+	3	882	705	0	177	protein_coding	LZEP_04607
LZEP_00287-RA	LZEP_00287	LZEP_chr_7	-	3	2188	717	0	1471	protein_coding	LZEP_00287
LZEP_03270-RA	LZEP_03270	LZEP_chr_2	+	4	2687	1506	625	556	protein_coding	LZEP_03270
LZEP_03272-RA	LZEP_03272	LZEP_chr_2	+	4	1930	747	162	1021	protein_coding	LZEP_03272
LZEP_00289-RA	LZEP_00289	LZEP_chr_7	-	8	1991	672	206	1113	protein_coding	LZEP_00289
LZEP_02382-RA	LZEP_02382	LZEP_chr_2	-	2	1582	1083	0	499	protein_coding	LZEP_02382
LZEP_02386-RA	LZEP_02386	LZEP_chr_2	-	5	4702	657	1792	2253	protein_coding	LZEP_02386
LZEP_07720-RA	LZEP_07720	LZEP_chr_1	+	5	704	390	160	154	protein_coding	LZEP_07720
LZEP_02388-RA	LZEP_02388	LZEP_chr_2	-	15	3568	3072	374	122	protein_coding	LZEP_02388
LZEP_04612-RA	LZEP_04612	LZEP_chr_11	+	5	1056	993	0	63	protein_coding	LZEP_04612
LZEP_00292-RA	LZEP_00292	LZEP_chr_7	-	16	7318	5835	503	980	protein_coding	LZEP_00292
LZEP_03274-RA	LZEP_03274	LZEP_chr_2	+	15	4344	4332	0	12	protein_coding	LZEP_03274
LZEP_07726-RA	LZEP_07726	LZEP_chr_1	+	6	1642	846	0	796	protein_coding	LZEP_07726
LZEP_09073-RA	LZEP_09073	LZEP_chr_4	-	3	1258	399	0	859	protein_coding	LZEP_09073
LZEP_11950-RA	LZEP_11950	LZEP_unplaced_1088	+	3	2585	411	90	2084	protein_coding	LZEP_11950
LZEP_03702-RA	LZEP_03702	LZEP_chr_9	-	2	341	237	0	104	protein_coding	LZEP_03702
LZEP_02392-RA	LZEP_02392	LZEP_chr_2	-	4	1400	1035	0	365	protein_coding	LZEP_02392
LZEP_07729-RA	LZEP_07729	LZEP_chr_1	+	8	2053	921	404	728	protein_coding	LZEP_07729
LZEP_07735-RA	LZEP_07735	LZEP_chr_1	+	3	601	435	0	166	protein_coding	LZEP_07735
LZEP_11091-RA	LZEP_11091	LZEP_unplaced_109	+	6	2570	1137	1009	424	protein_coding	LZEP_11091
LZEP_11092-RA	LZEP_11092	LZEP_unplaced_109	+	8	1691	1107	0	584	protein_coding	LZEP_11092
LZEP_12545-RA	LZEP_12545	LZEP_unplaced_1090	+	2	342	264	0	78	protein_coding	LZEP_12545
LZEP_12455-RA	LZEP_12455	LZEP_unplaced_3096	-	2	533	345	0	188	protein_coding	LZEP_12455
LZEP_00294-RA	LZEP_00294	LZEP_chr_7	-	13	2107	1419	0	688	protein_coding	LZEP_00294
LZEP_00296-RA	LZEP_00296	LZEP_chr_7	-	8	1917	1641	106	170	protein_coding	LZEP_00296
LZEP_02397-RA	LZEP_02397	LZEP_chr_2	-	2	1928	1764	0	164	protein_coding	LZEP_02397
LZEP_03704-RA	LZEP_03704	LZEP_chr_9	-	4	1873	630	0	1243	protein_coding	LZEP_03704
LZEP_06726-RA	LZEP_06726	LZEP_chr_13	+	5	3879	501	121	3257	protein_coding	LZEP_06726
LZEP_00298-RA	LZEP_00298	LZEP_chr_7	-	6	2668	2163	0	505	protein_coding	LZEP_00298
LZEP_03705-RA	LZEP_03705	LZEP_chr_9	-	7	1316	333	678	305	protein_coding	LZEP_03705
LZEP_07739-RA	LZEP_07739	LZEP_chr_1	+	5	1383	1383	0	0	protein_coding	LZEP_07739
LZEP_07739-RB	LZEP_07739	LZEP_chr_1	+	19	4722	4302	0	420	protein_coding	LZEP_07739
LZEP_07739-RC	LZEP_07739	LZEP_chr_1	+	13	3021	3021	0	0	protein_coding	LZEP_07739
LZEP_01475-RA	LZEP_01475	LZEP_chr_10	-	9	1324	1038	0	286	protein_coding	LZEP_01475
LZEP_00302-RA	LZEP_00302	LZEP_chr_7	-	2	382	303	0	79	protein_coding	LZEP_00302
LZEP_07743-RA	LZEP_07743	LZEP_chr_1	+	7	2165	1272	0	893	protein_coding	LZEP_07743
LZEP_01146-RA	LZEP_01146	LZEP_chr_7	+	10	3136	2367	0	769	protein_coding	LZEP_01146
LZEP_10783-RA	LZEP_10783	LZEP_chr_12	-	3	864	441	0	423	protein_coding	LZEP_10783
LZEP_06730-RA	LZEP_06730	LZEP_chr_13	+	6	1279	663	219	397	protein_coding	LZEP_06730
LZEP_07746-RA	LZEP_07746	LZEP_chr_1	+	5	4460	3981	0	479	protein_coding	LZEP_07746
LZEP_06731-RA	LZEP_06731	LZEP_chr_13	+	3	423	336	0	87	protein_coding	LZEP_06731
LZEP_01486-RA	LZEP_01486	LZEP_chr_10	-	16	3415	2823	234	358	protein_coding	LZEP_01486
LZEP_06733-RA	LZEP_06733	LZEP_chr_13	+	11	2428	2208	0	220	protein_coding	LZEP_06733
LZEP_03709-RA	LZEP_03709	LZEP_chr_9	-	10	2531	2007	118	406	protein_coding	LZEP_03709
LZEP_07750-RA	LZEP_07750	LZEP_chr_1	+	9	2745	2388	0	357	protein_coding	LZEP_07750
LZEP_03279-RA	LZEP_03279	LZEP_chr_2	+	13	5865	3114	569	2182	protein_coding	LZEP_03279
LZEP_06734-RA	LZEP_06734	LZEP_chr_13	+	13	3827	1863	705	1259	protein_coding	LZEP_06734
LZEP_06734-RB	LZEP_06734	LZEP_chr_13	+	13	3411	1989	705	717	protein_coding	LZEP_06734
LZEP_06734-RC	LZEP_06734	LZEP_chr_13	+	13	3426	2004	705	717	protein_coding	LZEP_06734
LZEP_03714-RA	LZEP_03714	LZEP_chr_9	-	5	1359	789	0	570	protein_coding	LZEP_03714
LZEP_07751-RA	LZEP_07751	LZEP_chr_1	+	5	1287	1137	0	150	protein_coding	LZEP_07751
LZEP_07751-RB	LZEP_07751	LZEP_chr_1	+	5	810	810	0	0	protein_coding	LZEP_07751
LZEP_03716-RA	LZEP_03716	LZEP_chr_9	-	3	586	297	227	62	protein_coding	LZEP_03716
LZEP_06737-RA	LZEP_06737	LZEP_chr_13	+	8	1838	1056	371	411	protein_coding	LZEP_06737
LZEP_06737-RB	LZEP_06737	LZEP_chr_13	+	6	1663	1110	371	182	protein_coding	LZEP_06737
LZEP_03284-RA	LZEP_03284	LZEP_chr_2	+	4	2402	438	677	1287	protein_coding	LZEP_03284
LZEP_07757-RA	LZEP_07757	LZEP_chr_1	+	21	4348	4185	0	163	protein_coding	LZEP_07757
LZEP_06739-RA	LZEP_06739	LZEP_chr_13	+	9	1595	1500	0	95	protein_coding	LZEP_06739
LZEP_08626-RA	LZEP_08626	LZEP_chr_5	+	6	761	603	0	158	protein_coding	LZEP_08626
LZEP_06744-RA	LZEP_06744	LZEP_chr_13	+	11	2265	1875	179	211	protein_coding	LZEP_06744
LZEP_09074-RA	LZEP_09074	LZEP_chr_4	-	3	1344	399	0	945	protein_coding	LZEP_09074
LZEP_09074-RB	LZEP_09074	LZEP_chr_4	-	2	318	318	0	0	protein_coding	LZEP_09074
LZEP_07759-RA	LZEP_07759	LZEP_chr_1	+	8	2061	1305	0	756	protein_coding	LZEP_07759
LZEP_06745-RA	LZEP_06745	LZEP_chr_13	+	5	7005	1278	0	5727	protein_coding	LZEP_06745
LZEP_03286-RA	LZEP_03286	LZEP_chr_2	+	6	4644	1887	321	2436	protein_coding	LZEP_03286
LZEP_03286-RB	LZEP_03286	LZEP_chr_2	+	5	4398	1782	321	2295	protein_coding	LZEP_03286
LZEP_02406-RA	LZEP_02406	LZEP_chr_2	-	9	1390	1164	82	144	protein_coding	LZEP_02406
LZEP_01152-RA	LZEP_01152	LZEP_chr_7	+	9	5914	1200	656	4058	protein_coding	LZEP_01152
LZEP_03718-RA	LZEP_03718	LZEP_chr_9	-	24	4636	3876	419	341	protein_coding	LZEP_03718
LZEP_03718-RB	LZEP_03718	LZEP_chr_9	-	22	4253	3834	419	0	protein_coding	LZEP_03718
LZEP_03289-RA	LZEP_03289	LZEP_chr_2	+	4	7386	2394	0	4992	protein_coding	LZEP_03289
LZEP_03300-RA	LZEP_03300	LZEP_chr_2	+	3	1167	321	0	846	protein_coding	LZEP_03300
LZEP_03301-RA	LZEP_03301	LZEP_chr_2	+	2	1002	780	0	222	protein_coding	LZEP_03301
LZEP_07767-RA	LZEP_07767	LZEP_chr_1	+	4	900	789	0	111	protein_coding	LZEP_07767
LZEP_10791-RA	LZEP_10791	LZEP_chr_12	-	2	2377	2151	0	226	protein_coding	LZEP_10791
LZEP_09078-RA	LZEP_09078	LZEP_chr_4	-	16	5772	3075	0	2697	protein_coding	LZEP_09078
LZEP_10790-RA	LZEP_10790	LZEP_chr_12	-	5	718	267	340	111	protein_coding	LZEP_10790
LZEP_07772-RA	LZEP_07772	LZEP_chr_1	+	9	2403	1482	0	921	protein_coding	LZEP_07772
LZEP_00321-RA	LZEP_00321	LZEP_chr_7	-	10	6143	4206	0	1937	protein_coding	LZEP_00321
LZEP_01157-RA	LZEP_01157	LZEP_chr_7	+	5	1662	453	0	1209	protein_coding	LZEP_01157
LZEP_10795-RA	LZEP_10795	LZEP_chr_12	-	6	2073	1614	221	238	protein_coding	LZEP_10795
LZEP_03306-RA	LZEP_03306	LZEP_chr_2	+	4	483	405	0	78	protein_coding	LZEP_03306
LZEP_06749-RA	LZEP_06749	LZEP_chr_13	+	6	1269	450	145	674	protein_coding	LZEP_06749
LZEP_03722-RA	LZEP_03722	LZEP_chr_9	-	14	5131	2391	1009	1731	protein_coding	LZEP_03722
LZEP_07777-RA	LZEP_07777	LZEP_chr_1	+	2	3844	3666	0	178	protein_coding	LZEP_07777
LZEP_10803-RA	LZEP_10803	LZEP_chr_12	-	10	2516	2112	303	101	protein_coding	LZEP_10803
LZEP_04623-RA	LZEP_04623	LZEP_chr_11	+	8	7588	7302	0	286	protein_coding	LZEP_04623
LZEP_01495-RA	LZEP_01495	LZEP_chr_10	-	7	3950	3933	0	17	protein_coding	LZEP_01495
LZEP_10804-RA	LZEP_10804	LZEP_chr_12	-	15	7607	2187	201	5219	protein_coding	LZEP_10804
LZEP_08636-RA	LZEP_08636	LZEP_chr_5	+	6	2670	741	1593	336	protein_coding	LZEP_08636
LZEP_08636-RB	LZEP_08636	LZEP_chr_5	+	5	2631	708	1593	330	protein_coding	LZEP_08636
LZEP_04628-RA	LZEP_04628	LZEP_chr_11	+	5	3953	1746	963	1244	protein_coding	LZEP_04628
LZEP_04633-RA	LZEP_04633	LZEP_chr_11	+	3	1260	423	114	723	protein_coding	LZEP_04633
LZEP_10805-RA	LZEP_10805	LZEP_chr_12	-	6	693	600	0	93	protein_coding	LZEP_10805
LZEP_11734-RA	LZEP_11734	LZEP_unplaced_3144	-	5	1151	807	0	344	protein_coding	LZEP_11734
LZEP_09079-RA	LZEP_09079	LZEP_chr_4	-	5	3212	999	1080	1133	protein_coding	LZEP_09079
LZEP_03309-RA	LZEP_03309	LZEP_chr_2	+	3	4576	423	3407	746	protein_coding	LZEP_03309
LZEP_08641-RA	LZEP_08641	LZEP_chr_5	+	3	951	282	0	669	protein_coding	LZEP_08641
LZEP_10807-RA	LZEP_10807	LZEP_chr_12	-	17	5127	3339	0	1788	protein_coding	LZEP_10807
LZEP_10808-RA	LZEP_10808	LZEP_chr_12	-	8	4196	1485	775	1936	protein_coding	LZEP_10808
LZEP_04636-RA	LZEP_04636	LZEP_chr_11	+	3	1625	1026	146	453	protein_coding	LZEP_04636
LZEP_01499-RA	LZEP_01499	LZEP_chr_10	-	10	935	924	0	11	protein_coding	LZEP_01499
LZEP_06756-RA	LZEP_06756	LZEP_chr_13	+	7	1955	1410	315	230	protein_coding	LZEP_06756
LZEP_03312-RA	LZEP_03312	LZEP_chr_2	+	6	2346	648	0	1698	protein_coding	LZEP_03312
LZEP_03312-RB	LZEP_03312	LZEP_chr_2	+	5	408	408	0	0	protein_coding	LZEP_03312
LZEP_08649-RA	LZEP_08649	LZEP_chr_5	+	5	1800	1434	0	366	protein_coding	LZEP_08649
LZEP_09080-RA	LZEP_09080	LZEP_chr_4	-	3	3027	231	2255	541	protein_coding	LZEP_09080
LZEP_06757-RA	LZEP_06757	LZEP_chr_13	+	9	2691	1581	0	1110	protein_coding	LZEP_06757
LZEP_01500-RA	LZEP_01500	LZEP_chr_10	-	18	4289	3579	207	503	protein_coding	LZEP_01500
LZEP_01500-RB	LZEP_01500	LZEP_chr_10	-	18	3864	3657	207	0	protein_coding	LZEP_01500
LZEP_08650-RA	LZEP_08650	LZEP_chr_5	+	6	5043	1146	0	3897	protein_coding	LZEP_08650
LZEP_07785-RA	LZEP_07785	LZEP_chr_1	+	4	858	648	0	210	protein_coding	LZEP_07785
LZEP_00323-RA	LZEP_00323	LZEP_chr_7	-	8	1798	1449	0	349	protein_coding	LZEP_00323
LZEP_06762-RA	LZEP_06762	LZEP_chr_13	+	5	3128	585	45	2498	protein_coding	LZEP_06762
LZEP_03315-RA	LZEP_03315	LZEP_chr_2	+	7	2149	1329	0	820	protein_coding	LZEP_03315
LZEP_08656-RA	LZEP_08656	LZEP_chr_5	+	5	5650	2001	169	3480	protein_coding	LZEP_08656
LZEP_08658-RA	LZEP_08658	LZEP_chr_5	+	9	1823	1416	289	118	protein_coding	LZEP_08658
LZEP_03724-RA	LZEP_03724	LZEP_chr_9	-	5	1462	828	0	634	protein_coding	LZEP_03724
LZEP_08661-RA	LZEP_08661	LZEP_chr_5	+	5	2797	1329	659	809	protein_coding	LZEP_08661
LZEP_01505-RA	LZEP_01505	LZEP_chr_10	-	6	795	588	0	207	protein_coding	LZEP_01505
LZEP_02422-RA	LZEP_02422	LZEP_chr_2	-	4	840	774	0	66	protein_coding	LZEP_02422
LZEP_02424-RA	LZEP_02424	LZEP_chr_2	-	6	872	741	0	131	protein_coding	LZEP_02424
LZEP_01507-RA	LZEP_01507	LZEP_chr_10	-	8	5557	3687	0	1870	protein_coding	LZEP_01507
LZEP_11389-RA	LZEP_11389	LZEP_unplaced_543	+	9	1514	690	179	645	protein_coding	LZEP_11389
LZEP_01511-RA	LZEP_01511	LZEP_chr_10	-	7	1672	1281	292	99	protein_coding	LZEP_01511
LZEP_07791-RA	LZEP_07791	LZEP_chr_1	+	20	5102	3747	188	1167	protein_coding	LZEP_07791
LZEP_01510-RA	LZEP_01510	LZEP_chr_10	-	3	1232	336	0	896	protein_coding	LZEP_01510
LZEP_06775-RA	LZEP_06775	LZEP_chr_13	+	18	8966	4311	0	4655	protein_coding	LZEP_06775
LZEP_06775-RB	LZEP_06775	LZEP_chr_13	+	18	8812	4449	0	4363	protein_coding	LZEP_06775
LZEP_03732-RA	LZEP_03732	LZEP_chr_9	-	8	2154	1821	0	333	protein_coding	LZEP_03732
LZEP_01516-RA	LZEP_01516	LZEP_chr_10	-	9	6119	1128	1027	3964	protein_coding	LZEP_01516
LZEP_06778-RA	LZEP_06778	LZEP_chr_13	+	2	3254	1062	0	2192	protein_coding	LZEP_06778
LZEP_04637-RA	LZEP_04637	LZEP_chr_11	+	7	5256	1023	1583	2650	protein_coding	LZEP_04637
LZEP_11075-RA	LZEP_11075	LZEP_unplaced_546	+	14	3128	2229	409	490	protein_coding	LZEP_11075
LZEP_11075-RB	LZEP_11075	LZEP_unplaced_546	+	13	2983	2262	409	312	protein_coding	LZEP_11075
LZEP_04638-RA	LZEP_04638	LZEP_chr_11	+	6	4326	2868	132	1326	protein_coding	LZEP_04638
LZEP_01518-RA	LZEP_01518	LZEP_chr_10	-	2	1713	1479	0	234	protein_coding	LZEP_01518
LZEP_02426-RA	LZEP_02426	LZEP_chr_2	-	7	2382	2142	60	180	protein_coding	LZEP_02426
LZEP_03737-RA	LZEP_03737	LZEP_chr_9	-	25	5900	5631	0	269	protein_coding	LZEP_03737
LZEP_03737-RB	LZEP_03737	LZEP_chr_9	-	24	5643	5643	0	0	protein_coding	LZEP_03737
LZEP_03737-RC	LZEP_03737	LZEP_chr_9	-	25	5679	5679	0	0	protein_coding	LZEP_03737
LZEP_04640-RA	LZEP_04640	LZEP_chr_11	+	4	746	228	0	518	protein_coding	LZEP_04640
LZEP_00333-RA	LZEP_00333	LZEP_chr_7	-	4	2075	1596	0	479	protein_coding	LZEP_00333
LZEP_03740-RA	LZEP_03740	LZEP_chr_9	-	4	320	300	0	20	protein_coding	LZEP_03740
LZEP_03742-RA	LZEP_03742	LZEP_chr_9	-	5	911	423	0	488	protein_coding	LZEP_03742
LZEP_03326-RA	LZEP_03326	LZEP_chr_2	+	7	12573	12228	0	345	protein_coding	LZEP_03326
LZEP_01522-RA	LZEP_01522	LZEP_chr_10	-	7	1993	1596	75	322	protein_coding	LZEP_01522
LZEP_00334-RA	LZEP_00334	LZEP_chr_7	-	4	2463	1194	423	846	protein_coding	LZEP_00334
LZEP_01525-RA	LZEP_01525	LZEP_chr_10	-	7	4488	1938	2054	496	protein_coding	LZEP_01525
LZEP_00335-RA	LZEP_00335	LZEP_chr_7	-	6	930	585	182	163	protein_coding	LZEP_00335
LZEP_00337-RA	LZEP_00337	LZEP_chr_7	-	5	1130	927	0	203	protein_coding	LZEP_00337
LZEP_07794-RA	LZEP_07794	LZEP_chr_1	+	26	12620	7581	2844	2195	protein_coding	LZEP_07794
LZEP_07794-RB	LZEP_07794	LZEP_chr_1	+	23	11144	7407	2844	893	protein_coding	LZEP_07794
LZEP_07794-RC	LZEP_07794	LZEP_chr_1	+	23	11090	7353	2844	893	protein_coding	LZEP_07794
LZEP_07794-RD	LZEP_07794	LZEP_chr_1	+	13	5723	4830	0	893	protein_coding	LZEP_07794
LZEP_01163-RA	LZEP_01163	LZEP_chr_7	+	10	2285	1656	0	629	protein_coding	LZEP_01163
LZEP_01165-RA	LZEP_01165	LZEP_chr_7	+	2	889	588	0	301	protein_coding	LZEP_01165
LZEP_06782-RA	LZEP_06782	LZEP_chr_13	+	13	7123	5340	1095	688	protein_coding	LZEP_06782
LZEP_01529-RA	LZEP_01529	LZEP_chr_10	-	14	7295	6738	316	241	protein_coding	LZEP_01529
LZEP_00348-RA	LZEP_00348	LZEP_chr_7	-	4	853	603	0	250	protein_coding	LZEP_00348
LZEP_02432-RA	LZEP_02432	LZEP_chr_2	-	10	1877	1410	418	49	protein_coding	LZEP_02432
LZEP_07801-RA	LZEP_07801	LZEP_chr_1	+	6	564	414	0	150	protein_coding	LZEP_07801
LZEP_01533-RA	LZEP_01533	LZEP_chr_10	-	4	676	516	28	132	protein_coding	LZEP_01533
LZEP_07805-RA	LZEP_07805	LZEP_chr_1	+	4	1005	435	335	235	protein_coding	LZEP_07805
LZEP_00349-RA	LZEP_00349	LZEP_chr_7	-	8	1830	1530	0	300	protein_coding	LZEP_00349
LZEP_02434-RA	LZEP_02434	LZEP_chr_2	-	7	3275	1665	750	860	protein_coding	LZEP_02434
LZEP_04645-RA	LZEP_04645	LZEP_chr_11	+	3	840	387	0	453	protein_coding	LZEP_04645
LZEP_01535-RA	LZEP_01535	LZEP_chr_10	-	11	5688	3849	0	1839	protein_coding	LZEP_01535
LZEP_01535-RB	LZEP_01535	LZEP_chr_10	-	9	5047	3663	0	1384	protein_coding	LZEP_01535
LZEP_01535-RC	LZEP_01535	LZEP_chr_10	-	11	5428	3795	249	1384	protein_coding	LZEP_01535
LZEP_12008-RA	LZEP_12008	LZEP_unplaced_3220	-	4	1721	1344	0	377	protein_coding	LZEP_12008
LZEP_00351-RA	LZEP_00351	LZEP_chr_7	-	7	2261	1317	0	944	protein_coding	LZEP_00351
LZEP_00355-RA	LZEP_00355	LZEP_chr_7	-	9	2529	1461	0	1068	protein_coding	LZEP_00355
LZEP_01539-RA	LZEP_01539	LZEP_chr_10	-	9	1563	1263	0	300	protein_coding	LZEP_01539
LZEP_01541-RA	LZEP_01541	LZEP_chr_10	-	9	1699	1431	0	268	protein_coding	LZEP_01541
LZEP_03756-RA	LZEP_03756	LZEP_chr_9	-	5	4578	2652	464	1462	protein_coding	LZEP_03756
LZEP_01542-RA	LZEP_01542	LZEP_chr_10	-	7	1669	1050	403	216	protein_coding	LZEP_01542
LZEP_00357-RA	LZEP_00357	LZEP_chr_7	-	8	3395	1224	1758	413	protein_coding	LZEP_00357
LZEP_02443-RA	LZEP_02443	LZEP_chr_2	-	4	9929	5298	1511	3120	protein_coding	LZEP_02443
LZEP_10821-RA	LZEP_10821	LZEP_chr_12	-	27	5486	4908	466	112	protein_coding	LZEP_10821
LZEP_01545-RA	LZEP_01545	LZEP_chr_10	-	7	1084	840	214	30	protein_coding	LZEP_01545
LZEP_03758-RA	LZEP_03758	LZEP_chr_9	-	6	1247	726	0	521	protein_coding	LZEP_03758
LZEP_03349-RA	LZEP_03349	LZEP_chr_2	+	5	1894	981	0	913	protein_coding	LZEP_03349
LZEP_00359-RA	LZEP_00359	LZEP_chr_7	-	5	985	906	0	79	protein_coding	LZEP_00359
LZEP_10825-RA	LZEP_10825	LZEP_chr_12	-	4	909	483	0	426	protein_coding	LZEP_10825
LZEP_10827-RA	LZEP_10827	LZEP_chr_12	-	7	2117	1515	76	526	protein_coding	LZEP_10827
LZEP_06786-RA	LZEP_06786	LZEP_chr_13	+	2	1002	333	0	669	protein_coding	LZEP_06786
LZEP_01548-RA	LZEP_01548	LZEP_chr_10	-	23	13795	12789	0	1006	protein_coding	LZEP_01548
LZEP_01548-RB	LZEP_01548	LZEP_chr_10	-	21	13733	12735	0	998	protein_coding	LZEP_01548
LZEP_01548-RC	LZEP_01548	LZEP_chr_10	-	21	13712	12714	0	998	protein_coding	LZEP_01548
LZEP_02447-RA	LZEP_02447	LZEP_chr_2	-	7	2565	1290	842	433	protein_coding	LZEP_02447
LZEP_10832-RA	LZEP_10832	LZEP_chr_12	-	13	4884	1599	245	3040	protein_coding	LZEP_10832
LZEP_10832-RB	LZEP_10832	LZEP_chr_12	-	12	4459	1611	245	2603	protein_coding	LZEP_10832
LZEP_10832-RC	LZEP_10832	LZEP_chr_12	-	11	4399	1551	245	2603	protein_coding	LZEP_10832
LZEP_08675-RA	LZEP_08675	LZEP_chr_5	+	7	2321	864	589	868	protein_coding	LZEP_08675
LZEP_06787-RA	LZEP_06787	LZEP_chr_13	+	5	718	510	0	208	protein_coding	LZEP_06787
LZEP_02448-RA	LZEP_02448	LZEP_chr_2	-	2	854	801	0	53	protein_coding	LZEP_02448
LZEP_03766-RA	LZEP_03766	LZEP_chr_9	-	4	927	819	0	108	protein_coding	LZEP_03766
LZEP_07810-RA	LZEP_07810	LZEP_chr_1	+	5	683	324	160	199	protein_coding	LZEP_07810
LZEP_02449-RA	LZEP_02449	LZEP_chr_2	-	19	5953	5667	0	286	protein_coding	LZEP_02449
LZEP_02449-RB	LZEP_02449	LZEP_chr_2	-	18	5658	5658	0	0	protein_coding	LZEP_02449
LZEP_03356-RA	LZEP_03356	LZEP_chr_2	+	15	14728	5544	343	8841	protein_coding	LZEP_03356
LZEP_11978-RA	LZEP_11978	LZEP_unplaced_3258	-	4	1631	1416	0	215	protein_coding	LZEP_11978
LZEP_09092-RA	LZEP_09092	LZEP_chr_4	-	6	4074	3645	0	429	protein_coding	LZEP_09092
LZEP_02450-RA	LZEP_02450	LZEP_chr_2	-	4	1496	279	203	1014	protein_coding	LZEP_02450
LZEP_06789-RA	LZEP_06789	LZEP_chr_13	+	7	6210	6087	0	123	protein_coding	LZEP_06789
LZEP_09095-RA	LZEP_09095	LZEP_chr_4	-	7	1244	1176	0	68	protein_coding	LZEP_09095
LZEP_02452-RA	LZEP_02452	LZEP_chr_2	-	13	4477	3222	1093	162	protein_coding	LZEP_02452
LZEP_03771-RA	LZEP_03771	LZEP_chr_9	-	16	6595	2658	0	3937	protein_coding	LZEP_03771
LZEP_07822-RA	LZEP_07822	LZEP_chr_1	+	3	959	387	0	572	protein_coding	LZEP_07822
LZEP_10061-RA	LZEP_10061	LZEP_chr_3	+	6	2169	741	0	1428	protein_coding	LZEP_10061
LZEP_01559-RA	LZEP_01559	LZEP_chr_10	-	4	1885	1428	279	178	protein_coding	LZEP_01559
LZEP_06794-RA	LZEP_06794	LZEP_chr_13	+	3	628	357	0	271	protein_coding	LZEP_06794
LZEP_00364-RA	LZEP_00364	LZEP_chr_7	-	4	891	489	0	402	protein_coding	LZEP_00364
LZEP_06795-RA	LZEP_06795	LZEP_chr_13	+	4	1225	1062	0	163	protein_coding	LZEP_06795
LZEP_02460-RA	LZEP_02460	LZEP_chr_2	-	6	1852	696	408	748	protein_coding	LZEP_02460
LZEP_01568-RA	LZEP_01568	LZEP_chr_10	-	7	1594	1131	0	463	protein_coding	LZEP_01568
LZEP_04662-RA	LZEP_04662	LZEP_chr_11	+	13	3986	3567	0	419	protein_coding	LZEP_04662
LZEP_01569-RA	LZEP_01569	LZEP_chr_10	-	8	1712	1191	0	521	protein_coding	LZEP_01569
LZEP_08686-RA	LZEP_08686	LZEP_chr_5	+	11	1324	786	236	302	protein_coding	LZEP_08686
LZEP_08694-RA	LZEP_08694	LZEP_chr_5	+	4	1226	942	0	284	protein_coding	LZEP_08694
LZEP_08698-RA	LZEP_08698	LZEP_chr_5	+	5	1636	1212	0	424	protein_coding	LZEP_08698
LZEP_09101-RA	LZEP_09101	LZEP_chr_4	-	6	1311	507	460	344	protein_coding	LZEP_09101
LZEP_02464-RA	LZEP_02464	LZEP_chr_2	-	5	1595	1203	282	110	protein_coding	LZEP_02464
LZEP_02465-RA	LZEP_02465	LZEP_chr_2	-	6	2713	1482	150	1081	protein_coding	LZEP_02465
LZEP_08701-RA	LZEP_08701	LZEP_chr_5	+	2	1067	315	0	752	protein_coding	LZEP_08701
LZEP_09103-RA	LZEP_09103	LZEP_chr_4	-	10	2718	2037	0	681	protein_coding	LZEP_09103
LZEP_06801-RA	LZEP_06801	LZEP_chr_13	+	4	5156	4731	0	425	protein_coding	LZEP_06801
LZEP_07828-RA	LZEP_07828	LZEP_chr_1	+	11	2228	2178	0	50	protein_coding	LZEP_07828
LZEP_07828-RB	LZEP_07828	LZEP_chr_1	+	10	2181	2181	0	0	protein_coding	LZEP_07828
LZEP_01169-RA	LZEP_01169	LZEP_chr_7	+	7	1379	507	0	872	protein_coding	LZEP_01169
LZEP_09106-RA	LZEP_09106	LZEP_chr_4	-	5	2876	1920	0	956	protein_coding	LZEP_09106
LZEP_02466-RA	LZEP_02466	LZEP_chr_2	-	2	1812	1215	0	597	protein_coding	LZEP_02466
LZEP_11496-RA	LZEP_11496	LZEP_unplaced_331	-	7	2599	1146	134	1319	protein_coding	LZEP_11496
